RefSeq-Accn	Assigned-Molecule	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	California-CA	Wisconsin-WI	Hokkaido-HK	Jena-JN	Kanazawa-KZ	Montpelier-MT	Trento-TR
NW_023497342.1	na	43.5605	42.3552	39.1491	36.4144	48.1242	40.278	45.1287	40.625	45.1194	37.6131	51.4309	35.2696	46.2852	39.0976	30.3367	40.9558	52.3647	34.5582	47.4775	44.6096	36.4212	44.9023	29.063	18.4259	54.2519	26.9921	59.9331	59.3433	70.8929
NW_023497343.1	na	46.5352	45.4653	44.4607	39.0117	53.2122	44.4554	48.4089	43.6854	47.9757	41.0621	53.9084	38.6652	50.2916	42.185	34.2171	47.1324	55.7932	40.2655	52.6473	48.5043	41.8197	47.1094	28.521	19.3818	54.0967	23.1607	54.1875	54.6954	68.6062
NW_023497340.1	na	57.4614	52.5495	52.782	46.727	62.8785	51.6372	56.8571	50.9572	55.7219	48.1835	64.3627	44.3146	57.4272	49.6236	38.9361	51.8293	67.7551	44.1748	60.6297	55.4381	47.0299	54.79	34.405	21.8024	67.9712	29.5868	70.2131	69.8985	83.4332
NW_023496836.1	3R	51.7882	39.4462	47.6666	36.9886	51.5875	41.6404	43.8163	42.4734	44.7499	38.4977	48.4052	35.4322	43.1916	41.6903	32.8601	37.9285	52.821	39.4486	50.7983	43.2986	40.6468	39.5423	26.5673	19.8226	51.0591	22.5549	62.4133	61.171	58.706
NW_023496837.1	3R	66.9202	48.7858	62.7934	46.2591	64.7334	52.3693	54.4196	53.117	53.6	48.3518	59.6291	43.1695	53.227	52.6591	41.1703	46.2511	66.2276	49.9619	64.9487	53.0388	51.0052	47.0847	32.5108	25.8093	63.1878	25.28	72.0374	72.3178	69.4275
NW_023496846.1	X	52.8753	41.6507	49.7471	30.7352	62.0842	45.9611	29.1681	43.7471	37.2293	43.8739	31.91	24.6928	45.3964	30.5764	39.562	31.6089	51.2116	41.2327	55.3901	45.151	40.0322	37.5493	34.8989	27.6947	43.881	27.5944	54.519	71.4743	55.8524
NW_023496835.1	3R	60.0509	44.4732	55.8371	42.0263	58.4818	47.2059	49.5314	48.3363	49.8051	43.2621	53.9164	39.2425	48.3299	47.4356	37.2961	41.864	60.0249	44.6651	58.6134	48.1645	46.7089	43.7636	28.6289	23.3598	57.7262	22.9329	65.7542	65.3106	64.6709
NW_023496808.1	2R	63.3502	47.0367	59.1216	43.7827	60.5257	49.1889	51.4966	50.7443	51.6228	45.7998	56.7775	40.6128	51.6414	50.1593	38.525	44.0096	62.846	48.2858	61.9029	51.4603	48.8019	45.124	32.6921	24.7944	59.4492	26.572	75.5336	72.0608	66.5306
NW_023496845.1	X	53.8806	41.7519	50.655	30.5955	62.1601	46.1502	29.2311	43.5736	36.4914	44.3628	32.1539	24.4507	45.1181	30.4668	40.0029	30.3555	50.4775	41.0278	52.7159	44.3074	39.7898	36.9904	34.6978	26.9481	43.6632	27.2189	54.053	71.0526	55.1407
NW_023496807.1	2R	71.982	52.9057	66.5555	49.6384	68.6096	55.3572	58.5438	57.2974	58.5209	51.4982	64.0237	46.2458	58.0163	56.5758	44.1732	49.4143	70.9132	54.3805	69.6587	58.1405	55.2867	50.8805	34.2879	28.4908	66.9084	28.1864	79.8034	77.1911	74.224
NW_023496800.1	2L	70.3666	53.4535	65.7666	50.4962	69.4234	56.0721	59.4728	58.0099	61.1723	51.5711	64.9459	47.64	58.8329	55.5276	45.2118	50.0929	71.327	54.1232	69.2286	58.4752	55.4587	52.9032	33.0946	28.2671	68.3861	27.4717	73.9707	74.3183	76.8222
NW_023496812.1	3L	68.0331	50.4022	63.0382	47.7955	65.9407	52.996	56.0994	54.9284	57.0341	48.7924	61.2765	44.9182	55.2975	53.2946	42.464	47.4195	67.6891	51.3932	65.845	55.2394	52.3448	49.0854	32.4411	26.4597	65.3803	27.0256	74.5564	73.4126	72.1422
